1.571571946,0.000125647,0.000260353,-1.571345687,8.65E-05,0.000909567,0.000249624,0.149906158,-1.124888182,0.776418626,-5.39E-05,-0.000111278,0.000209185,-1.571061254,2.154537439,1.489066124,0,1.805755615,2.098971367,-1.569823623,2.346735477,1.537955046,0.152276263,-0.628330708,1.436107039,-1.576402307,-0.003414936,1.570316315,0.152549997,-0.527289987,1.396000028,-0.223495871,0.227841884,1.387585878,0.149999768,0.025000006,1.539999723,1.745352149,0,0,492,547,1
1.57090652,0.00019145,1.88E-05,-1.570994258,6.68E-06,0.000179291,-3.15E-05,0.149920493,-1.124896526,0.7764166,-0.000194171,2.13E-05,2.20E-05,-1.571243405,1.487083435,1.247836113,0,1.444352627,1.243073225,-1.569961905,1.419315577,1.23057723,0.154120371,-0.627955019,1.43690145,-1.573472857,-0.000284374,1.570687175,0.152549997,-0.457290024,1.401000023,0.032915868,0.04356968,3.074853897,0.149999768,0.025000006,1.539999723,1.745352149,0,0,354,354,1
1.572136998,-0.000445604,0.000183821,-1.570923686,6.53E-05,0.000426292,7.39E-06,0.149908289,-1.12492013,0.776480138,0.00080715,-0.000279634,0.000246349,-1.575614333,1.180951118,2.098947287,0,2.060016394,1.529292345,-1.568683267,2.057954073,1.964359522,0.151458412,-0.631371439,1.439450383,-1.568906069,-0.004037809,1.569069982,0.152549997,-0.527290046,1.396000028,-3.110625982,0.09571179,-1.237341166,0.149999768,0.025000006,1.539999723,1.745352149,0,0,337,671,1
1.568957925,0.002410173,-0.000338793,-1.569098353,-8.87E-05,-0.001671076,-0.00028944,0.149942711,-1.124765635,0.776774526,-0.002231448,0.00065854,-0.000506702,-1.555992723,1.378744125,2.115958691,0,1.551147938,2.120258093,-1.570079207,1.506060123,2.091392279,0.160035044,-0.620058119,1.435169578,-1.575706482,0.008820142,1.573408723,0.152549997,-0.527289987,1.396000028,-3.139863729,-0.004327108,-1.129573464,0.149999768,0.025000006,1.539999723,1.745352149,0,0,366,712,1
1.570555806,0.000113726,-4.15E-05,-1.570863724,3.17E-05,2.98E-05,3.03E-05,0.149923161,-1.124885082,0.776420534,-0.000280397,2.86E-05,-1.66E-05,-1.571224809,1.901983023,1.453912258,0,1.196076155,1.145210505,-1.570298791,1.513470173,1.253960967,0.154707015,-0.627954066,1.436987162,-1.573292613,0.000704616,1.570966959,0.22754994,-0.477289975,1.471000314,-0.283185303,1,-0.283185303,0.149999768,0.025000006,1.539999723,1.745352149,0,0,529,724,1
1.570694566,0.000299454,-2.24E-05,-1.57106638,-5.94E-05,0.000809193,-0.000288486,0.149923339,-1.124894857,0.776418269,-0.00019889,2.37E-05,-6.27E-06,-0.587871671,1.648246527,1.878090143,0,1.64151597,2.10120368,-0.579657912,0.572183132,2.042598724,0.154506981,-0.627913773,1.436490297,-1.575018048,0.000384301,1.57030797,0.152549997,-0.512290001,1.43599999,0.141043887,0.666612267,1.649796724,0.149999768,0.025000006,1.539999723,1.745352149,0,0,543,661,1
1.571090341,0.000120163,1.12E-05,-1.570952415,3.55E-05,0.000261545,2.34E-05,0.149922639,-1.124887705,0.776420772,-0.000234098,-3.65E-05,5.56E-05,-1.256882071,1.754078388,1.345730066,0,1.921312809,1.411662221,-1.256489635,0.965295792,1.498756766,0.153855965,-0.628042936,1.437011957,-1.573196292,-0.000715584,1.570466995,0.152549997,-0.50229001,1.44599998,0.181297749,0.271489888,1.302081347,0.149999768,0.025000006,1.539999723,1.745352149,0,0,499,695,1
1.57113421,0.000284433,6.53E-05,-1.571079016,7.87E-06,0.000223398,-5.65E-05,0.149919882,-1.124886274,0.776415825,-0.000146067,-1.31E-05,6.11E-05,-1.257453561,1.430127382,1.95379281,0,1.750812769,1.59223187,-1.256236196,1.658989906,1.493109345,0.153849959,-0.628088534,1.437192082,-1.572698116,-0.000623226,1.570277452,0.152549997,-0.50229001,1.495999932,0.181297749,0.271489888,1.302081347,0.149999768,0.025000006,1.539999723,1.745352149,0,0,384,715,1
1.569840789,0.000622749,-0.000365734,-1.571176171,4.34E-05,8.18E-05,-4.72E-05,0.149921864,-1.124881983,0.77643162,-0.000452756,0.00011003,-0.00011775,-1.570896506,2.010795116,1.487378597,0,1.362324238,2.123229265,-1.567411304,1.446851492,2.119339466,0.156087801,-0.627120852,1.436216831,-1.574949741,0.002891544,1.571711659,0.177549988,-0.50229001,1.470999956,-0.223495871,0.227841884,1.387585878,0.149999768,0.025000006,1.539999723,1.745352149,0,0,283,631,1
1.571100116,0.00051713,4.77E-05,-1.571172357,4.17E-05,0.000190258,-9.30E-06,0.149923742,-1.124884605,0.776424289,-0.000289649,-1.12E-05,3.37E-05,-1.571446538,1.435729504,1.244202614,0,1.478454351,1.282642126,-1.570228934,1.420650482,1.215377092,0.153794557,-0.628059506,1.436957598,-1.573452473,-0.000862956,1.570603728,0.152549997,-0.442290008,1.44599998,-0.001466984,0.101629086,0.318819404,0.149999768,0.025000006,1.539999723,1.745352149,0,0,606,606,0
1.571027637,-0.000243187,3.77E-05,-1.570606589,-5.01E-05,-1.57E-05,-6.48E-05,0.149908736,-1.124923944,0.776453614,0.000395523,2.86E-05,-4.70E-05,-1.56975162,2.085349321,1.854104042,0,2.113023996,1.456276894,-1.570686698,1.932399988,1.861697912,0.153856263,-0.630214036,1.439438701,-1.56864953,-0.000766575,1.570484519,0.152549997,-0.517289996,1.545999885,-0.001466984,0.101629086,0.318819404,0.149999768,0.025000006,1.539999723,1.745352149,0,0,124,502,0
1.57074368,-3.15E-05,-5.65E-05,-1.571227431,-7.25E-05,0.000179768,-0.00020504,0.149905741,-1.124933958,0.776433885,-1.07E-05,0.000115796,-0.000172952,-1.569565654,2.009527922,1.811216116,0,2.170592308,1.468553066,-1.571219563,1.929795265,1.863769293,0.154821649,-0.629340231,1.437675238,-1.572540402,0.000752509,1.570799232,0.152549997,-0.517289996,1.525999904,-0.001466984,0.101629086,0.318819404,0.149999768,0.025000006,1.539999723,1.745352149,0,0,141,497,0
1.571074605,0.000204563,2.00E-05,-1.570902467,1.05E-05,0.00020504,1.76E-05,0.149922267,-1.124874711,0.776431084,-0.000391538,-2.09E-05,2.60E-05,-1.570834041,2.333998442,1.802121639,0,2.206039429,1.479855299,-1.57081449,2.135794878,1.884854317,0.153746665,-0.627762139,1.436791182,-1.573884845,-0.000869483,1.57060051,0.152549997,-0.517289996,1.485999942,-0.001466984,0.101629086,0.318819404,0.149999768,0.025000006,1.539999723,1.745352149,0,0,302,481,0
1.570485473,2.31E-05,-0.000178099,-1.570982814,-4.60E-05,0.000171185,-0.000312805,0.14990589,-1.124925852,0.776437879,-5.18E-05,0.000241358,-0.000240173,-1.571311355,2.1154809,1.983493567,0,2.172701359,1.463066816,-1.570030093,1.970578909,1.920539856,0.155360654,-0.629209638,1.438031197,-1.57158041,0.001688422,1.571033597,0.152549997,-0.517289996,1.505999923,-0.001466984,0.101629086,0.318819404,0.149999768,0.025000006,1.539999723,1.745352149,0,0,217,487,0
1.570593953,0.000509024,-2.81E-05,-1.571206689,1.57E-05,0.000297546,-2.36E-05,0.149922103,-1.124887824,0.7764166,-0.000250263,4.93E-05,-1.77E-05,-1.571025968,2.44334507,1.599627733,0,1.388577223,1.265683413,-1.570372224,1.417214155,1.239933968,0.154641286,-0.627932668,1.436764359,-1.573874354,0.000601202,1.571014047,0.152549997,-0.36729002,1.430999994,-1.519028187,0.041730013,0.181609973,0.149999768,0.025000006,1.539999723,1.745352149,0,0,215,222,0
1.570788741,0.000229359,-5.25E-06,-1.571110606,1.96E-05,0.000289917,1.43E-06,0.149918959,-1.124888301,0.776415825,-0.000186765,2.39E-05,-2.34E-06,-0.534949422,1.645123482,1.521353006,0,1.612760544,1.504418612,-0.536708951,1.607438564,1.556497812,0.154307291,-0.627922416,1.436835408,-1.573627591,4.36E-05,1.570834994,0.217549965,-0.467290044,1.33100009,-2.840795517,0.502652884,0.493674666,0.149999768,0.025000006,1.539999723,1.745352149,0,0,254,570,0
1.5708009,0.000261784,-1.03E-05,-1.570928693,1.98E-05,0.000149488,1.67E-05,0.14992176,-1.124884844,0.776423275,-0.000244898,1.02E-05,-9.69E-07,-0.536867023,1.641929626,1.518382311,0,1.619199514,1.500311852,-0.536577106,1.607044697,1.557865858,0.154319316,-0.62792927,1.43678534,-1.573726535,2.49E-05,1.570840001,0.207549959,-0.477290034,1.34100008,-2.840795517,0.502652884,0.493674666,0.149999768,0.025000006,1.539999723,1.745352149,0,0,176,543,0
1.573833346,-5.84E-05,0.000301838,-1.571974397,-5.84E-05,0.001755714,-0.00067687,0.149906069,-1.124960899,0.776475668,0.000552094,-0.000592003,0.000411066,-1.572765708,1.65998745,2.096538782,0,2.160416842,1.525410414,-1.566849113,2.217373848,1.602771401,0.148304135,-0.63168025,1.436702967,-1.575497031,-0.009497517,1.566556692,0.152549997,-0.527289987,1.396000028,-3.88E-09,-0.283185303,-0.283185303,0.149999768,0.025000006,1.539999723,1.745352149,0,0,175,512,0
1.571242452,-0.000506878,4.65E-05,-1.571123958,0.000106335,0.000232697,0.000276566,0.149915799,-1.124935269,0.77646327,0.000731161,-0.00011515,7.70E-05,-1.082755923,2.115865707,1.542522907,0,1.37015605,2.059192181,-1.080981612,2.092249393,1.588216186,0.153290346,-0.631200075,1.439206362,-1.569079161,-0.001074016,1.570615411,0.177549988,-0.527290046,1.43599999,0.015087269,0.344208777,0.804608405,0.149999768,0.025000006,1.539999723,1.745352149,0,0,403,542,0
